SEED	BEST_MATCH_SCORE	MATCH_1	MATCH_2	MATCH_3
OCUM-1	0.11	OMC-1	Calu-1	OUMS-23
KMBC-2	0.111111111111111	BC-2	KMH-2	BC-3
HuH-6	0.116666666666667	HUH-6-clone5	JHU-013	JHU-019
MHH-NB-11	0.116666666666667	MHH-ES-1	MDA-MB-175-VII	MY-M12
T1-73	0.12	TI-73	TF-1	NCI-H735
HCC38	0.124444444444444	HCC-33	MCC13	NCI-H1385
MDA-MB-231	0.125714285714286	MDA-MB-175-VII	MY-M12	MHH-ES-1
MDA-MB-361	0.125714285714286	MDA-MB-175-VII	MHH-ES-1	MY-M12
MDA-MB-453	0.125714285714286	MDA-MB-175-VII	DMS-153	MY-M12
CAL-85-1	0.126388888888889	Calu-1	TALL-1	Caov-2
NCI-N87	0.132142857142857	NCI-H128	NCI-H508	NCI-H719
JHUEM-1	0.133333333333333	JHU-013	JHU-019	Calu-1
JHUEM-3	0.133333333333333	JHU-013	JHU-019	OUMS-23
MEC-1	0.133333333333333	OMC-1	MC-1010	MCC13
OV-90	0.133333333333333	DV-90	OVCAR-10	OSA-80
HCC-15	0.133333333333333	HCC-33	SCLC-21H	NCI-H1385
HCC-44	0.133333333333333	HCC-33	NCI-H1404	NCI-H460
HCC-56	0.133333333333333	HCC-33	H2596	MCC26
HCC-78	0.133333333333333	HCC-33	NCI-H128	NCI-H508
HCC-95	0.133333333333333	HCC-33	Hs-939-T	JHU-019
Hs 939.T	0.133333333333333	Hs-939-T	H2596	HT
HT55	0.133333333333333	HT	H2596	HCC-33
HTK-	0.133333333333333	HT	TMK-1	TF-1
PC-3	0.133333333333333	PC-3_[JPC-3]	BC-3	Caov-3
MDA-MB-435S	0.14025974025974	MDA-MB-175-VII	MY-M12	MCAS
CAS-1	0.142222222222222	Calu-1	MCAS	OVCAR-10
KMRC-2	0.142222222222222	KMH-2	BC-2	MKL-2
KMS-20	0.142222222222222	KMH-2	KYSE-30	OUMS-23
KMS-26	0.142222222222222	KMH-2	OUMS-23	MKL-2
KMS-27	0.142222222222222	KMH-2	OUMS-23	MKL-2
SW1463	0.142222222222222	SW403	EW7476	DMS-153
TE-10	0.142222222222222	Tera-1	TF-1	TMK-1
TE-11	0.142222222222222	Tera-1	TF-1	TMK-1
TE-14	0.142222222222222	Tera-1	TF-1	EFE-184
TE-15	0.142222222222222	Tera-1	TF-1	TMK-1
U-BLC1	0.142222222222222	U-CH1	UISO-MCC-1	MKL-1-subclone-2
SCC-15	0.144444444444444	SCLC-21H	DMS-153	NCI-H1385
SCC-25	0.144444444444444	SCLC-21H	UDSCC2	BC-2
KM12	0.15	K1	KMH-2	MY-M12
SW48	0.151666666666667	SW403	EW7476	OSA-80
CAL-29	0.155555555555556	Calu-1	Caov-2	BC-2
CAL-33	0.155555555555556	Calu-1	Caov-3	HCC-33
CAL-54	0.155555555555556	Calu-1	Caov-2	Caov-3
CAL-62	0.155555555555556	Calu-1	Caov-2	BC-2
CAL-78	0.155555555555556	Calu-1	Caov-2	Caov-3
HCC364	0.155555555555556	HCC-33	MCC13	MCC26
MDA-MB-436	0.16	MDA-MB-175-VII	MY-M12	MCAS
MDA-MB-468	0.16	MDA-MB-175-VII	MY-M12	MCAS
CHL-1	0.16	Calu-1	SCLC-21H	P3HR-1
CL-11	0.16	Calu-1	MC-1010	SCLC-21H
CL-14	0.16	Calu-1	SCLC-21H	NCI-H1404
HSC-3	0.16	HCC-33	Hs-939-T	BC-3
MOLP-2	0.16	MKL-2	KMH-2	MY-M12
OCI-M1	0.16	OMC-1	OVCAR-10	NCI-H128
T3M-10	0.16	TMK-1	TF-1	MC-1010
HT-29	0.16	HT	Hs-939-T	JHU-019
HT115	0.16	HT	WM1158	LIM1215
RD	0.16	RD-ES	DV-90	Tera-1
CI-1	0.166666666666667	NCI-H128	NCI-H719	NCI-H1184
CW-2	0.166666666666667	BC-2	Caov-2	NCI-H128
HCC-1171	0.166666666666667	HCC-33	MC-1010	U-CH1
HCC-1195	0.166666666666667	HCC-33	JHU-019	MC-1010
HCC-1588	0.166666666666667	HCC-33	U-CH1	NCI-H128
HCC-1897	0.166666666666667	HCC-33	JHU-019	U-CH1
HCC-2108	0.166666666666667	HCC-33	SCLC-21H	NCI-H2107
HCC-2279	0.166666666666667	HCC-33	BC-2	NCI-H220
HCC-2814	0.166666666666667	HCC-33	SCLC-21H	NCI-H2081
JHH-1	0.167619047619048	JHU-013	JHU-019	MHH-ES-1
KMRC-20	0.167619047619048	KMH-2	BC-2	MC-1010
MC116	0.167619047619048	MC-1010	MCC13	MCC26
BCP-1	0.173333333333333	BC-2	BC-3	OMC-1
huH-1	0.173333333333333	HUH-6-clone5	JHU-013	JHU-019
HuH-7	0.173333333333333	HUH-6-clone5	JHU-013	JHU-019
MHH-CALL-2	0.175	MHH-ES-1	MCAS	MY-M12
MHH-CALL-3	0.175	MHH-ES-1	MCAS	KMH-2
MHH-CALL-4	0.175	MHH-ES-1	MCAS	KMH-2
HCC1143	0.177777777777778	HCC-33	MCC13	NCI-H1184
HCC1395	0.177777777777778	HCC-33	MCC13	NCI-H1385
HCC1937	0.177777777777778	HCC-33	MCC13	Sarc9371
HCC2935	0.177777777777778	HCC-33	H2596	MCC13
JHOM-1	0.177777777777778	OMC-1	JHU-013	JHU-019
KCL-22	0.177777777777778	MKL-2	BC-2	KMH-2
KMRC-1	0.177777777777778	OMC-1	KMH-2	MC-1010
NMC-G1	0.177777777777778	OMC-1	NCI-H128	NCI-H719
NOMO-1	0.177777777777778	OMC-1	TMK-1	MY-M12
SNU-C1	0.177777777777778	U-CH1	UISO-MCC-1	SCLC-21H
Caki-1	0.177777777777778	Calu-1	Caov-2	Caov-3
Caki-2	0.177777777777778	Caov-2	BC-2	OVCAR-2
CAMA-1	0.177777777777778	Calu-1	OMC-1	Caov-2
HT-144	0.177777777777778	HT	TF-1	NCI-H1404
HCT-8	0.18	HT	HCC-33	NCI-H128
KU812	0.18	K8	KMH-2	KG-1-C
BL-41	0.186666666666667	BL-70	Calu-1	TALL-1
KMS-21BM	0.186666666666667	KMH-2	DMS-153	NK-92MI
KMS-28BM	0.186666666666667	KMH-2	NK-92MI	OUMS-23
SCC-4	0.186666666666667	SCLC-21H	HCC-33	UDSCC2
SCC-9	0.186666666666667	SCLC-21H	HCC-33	UDSCC2
TIG-3 TD	0.186666666666667	TI-73	Takigawa	TF-1
KU-19-19	0.1875	K19	K1	KG-1-C
KE-37	0.188571428571429	KYSE-30	KMH-2	BC-3
KE-39	0.188571428571429	KYSE-30	NK-92MI	KMH-2
OAW42	0.188571428571429	OVCA432	OVCA433	OVCAR-2
OPM-2	0.188571428571429	OUMS-23	OMC-1	KMH-2
UM-UC-1	0.188571428571429	U-CH1	UISO-MCC-1	OMC-1
SK-N-AS	0.19047619047619	KP-N-YS	KG-1-C	KP-N-RT-BM-1
SK-N-SH	0.19047619047619	KP-N-YS	KG-1-C	SCLC-21H
HT-1080	0.190476190476191	HT	TF-1	MC-1010
HT-1197	0.190476190476191	HT	TF-1	JHU-019
HT-1376	0.190476190476191	HT	TF-1	JHU-013
KP-2	0.191666666666667	KP-N-YS	KMH-2	MKL-2
KP-3	0.191666666666667	KP-N-YS	KP-N-RT-BM-1	KYSE-30
HCC-827-GR5	0.193939393939394	HCC-33	BC-2	KMH-2
BT-20	0.195	BC-2	BL-70	BC-3
ML-1	0.195	MKL-2	OMC-1	TMK-1
TC-71	0.195	TF-1	NCI-H719	TI-73
THP-1	0.195	TF-1	TMK-1	P3HR-1
NIH:OVCAR-3	0.199134199134199	OVCAR-2	OVCAR-10	OVCA433
Hs 934.T	0.2	Hs-939-T	H2596	HT
Hs 936.T	0.2	Hs-939-T	H2596	HT
TE-4	0.2	Tera-1	TF-1	TI-73
TE-5	0.2	Tera-1	TF-1	TI-73
TE-6	0.2	Tera-1	TF-1	TI-73
TE-8	0.2	Tera-1	EFE-184	TF-1
TE-9	0.2	Tera-1	TF-1	TI-73
DMS 114	0.2	DMS-153	WM1158	LIM1215
DMS 273	0.2	DMS-153	OUMS-23	UDSCC2
DMS 454	0.2	DMS-153	MCAS	MB157
JHUEM-2	0.2	JHU-013	JHU-019	OUMS-23
CML-T1	0.2	Calu-1	OMC-1	SCLC-21H
COV318	0.2	Caov-3	Caov-2	NCI-H128
COV362	0.2	Caov-2	Caov-3	OVCA432
COV434	0.2	Caov-3	OVCA432	OVCA433
HCT-15	0.2	HT	TF-1	HCC-33
HuT 78	0.2	HT	HUH-6-clone5	TI-73
KMS-12-BM	0.201481481481482	KMH-2	K1	KG-1-C
Capan-1	0.203174603174603	Calu-1	Caov-2	Caov-3
Capan-2	0.203174603174603	Caov-2	Calu-1	Caov-3
EFM-19	0.203174603174603	EFE-184	TF-1	OMC-1
EFO-21	0.203174603174603	EFE-184	TF-1	OMC-1
WM-983B	0.203174603174603	WM902B	WM239A	WM1158
GDM-1	0.20952380952381	DMS-153	OMC-1	TMK-1
GOS-3	0.20952380952381	OUMS-23	Geo	Caov-3
HMC-1-8	0.20952380952381	OMC-1	MC-1010	YMB-1-E
KYM-1	0.20952380952381	YMB-1-E	KMH-2	KYSE-30
SUP-HD1	0.20952380952381	U-CH1	P3HR-1	SCLC-21H
YD-15	0.20952380952381	DMS-153	YMB-1-E	MY-M12
YH-13	0.20952380952381	JHU-013	YMB-1-E	HCC-33
HCC70	0.21	HCC-33	HT	BL-70
OCI-LY10	0.21	OMC-1	OVCAR-10	NCI-H1404
A1207	0.213333333333333	A1847	MDA-MB-175-VII	MB157
KMM-1	0.213333333333333	KMH-2	MY-M12	OMC-1
SW620	0.213333333333333	SW403	Set2	786-0
SW837	0.213333333333333	SW403	Sarc9371	A1847
SW948	0.213333333333333	SW403	Sarc9371	EW7476
CHP-126	0.214285714285714	NCI-H1926	BC-2	NCI-H128
HCT 116	0.214285714285714	HT	HCC-33	MC-1010
HuT 102	0.214285714285714	HT	JHU-013	JHU-019
HuTu 80	0.214285714285714	HT	JHU-013	JHU-019
ABC-1	0.216666666666667	BC-2	BC-3	Calu-1
CL-34	0.216666666666667	BC-3	Calu-1	Caov-3
EBC-1	0.216666666666667	BC-2	BC-3	OMC-1
EM-2	0.216666666666667	KMH-2	MKL-2	MY-M12
HK-2	0.216666666666667	KMH-2	MKL-2	NK-92MI
HSC-2	0.216666666666667	BC-2	SCLC-21H	HCC-33
JK-1	0.216666666666667	TMK-1	JHU-013	JHU-019
Li-7	0.216666666666667	BL-70	TI-73	NCI-H719
LK-2	0.216666666666667	KMH-2	MKL-2	NK-92MI
ME-1	0.216666666666667	OMC-1	TMK-1	MY-M12
MEC-2	0.216666666666667	BC-2	MCC26	MKL-2
MKN1	0.216666666666667	TMK-1	MKL-1-subclone-2	MKL-2
PK-1	0.216666666666667	TMK-1	P3HR-1	KG-1-C
RCM-1	0.216666666666667	OMC-1	TMK-1	MC-1010
SBC-5	0.216666666666667	BC-2	BC-3	SCLC-21H
SKM-1	0.216666666666667	TMK-1	KMH-2	OMC-1
TC-32	0.216666666666667	BC-2	BC-3	TI-73
UT-7	0.216666666666667	TI-73	U-CH1	TF-1
DM-3	0.219047619047619	DMS-153	DV-90	BC-3
SK-ES-1	0.220238095238095	MHH-ES-1	RD-ES	TMK-1
SNU-719	0.220238095238095	NCI-H719	JHU-019	U-CH1
COR-L105	0.222222222222222	OVCAR-10	MC-1010	OMC-1
SK-MES-1	0.222222222222222	MHH-ES-1	UISO-MCC-1	RD-ES
CADO-ES1	0.222222222222222	Calu-1	Caov-2	Caov-3
KALS-1	0.222222222222222	Calu-1	Kasumi-3	TALL-1
NALM-1	0.222222222222222	Calu-1	TALL-1	OMC-1
NCC-StC-K140	0.222222222222222	NCI-H1404	NCI-H460	NCI-H1184
PK-45H	0.222222222222222	K4	P3HR-1	KMH-2
Saos-2	0.222222222222222	Caov-2	OUMS-23	Caov-3
SEM	0.222222222222222	Set2	KYSE-30	Kasumi-3
UOK101	0.222222222222222	K1	K19	MC-1010
KMS-34	0.2225	Kasumi-3	KYSE-30	KMH-2
BT-483	0.225	BC-3	TI-73	BC-2
BV-173	0.225	BC-3	BL-70	MB157
KS-1	0.225	KG-1-C	KYSE-30	DMS-153
NH-6	0.225	NCI-H460	NCI-H865	NCI-H1618
SK-RC 31	0.225	Sarc9371	TMK-1	U-CH1
SUIT-2	0.225	Set2	Kasumi-3	SCLC-21H
FTC-133	0.226190476190476	TF-1	HCC-33	BC-3
OCI-LY-19	0.226666666666667	OMC-1	NCI-H719	NCI-H1926
CFPAC-1	0.228571428571429	Calu-1	OVCAR-10	SCLC-21H
COR-L23	0.228571428571429	Caov-2	Caov-3	CRO-AP3
COR-L24	0.228571428571429	Caov-2	OVCAR-2	BC-2
JMSU-1	0.228571428571429	JHU-013	JHU-019	DMS-153
KNS-60	0.228571428571429	KYSE-30	NCI-H460	OSA-80
UACC-62	0.228571428571429	UDSCC2	SCLC-21H	MCC26
OS-RC-2	0.231428571428571	OVCAR-2	OUMS-23	OSA-80
CAL 27	0.233333333333333	Calu-1	Caov-2	Caov-3
HCC202	0.233333333333333	HCC-33	MCC26	UDSCC2
HCC827	0.233333333333333	HCC-33	MCC26	UDSCC2
WM1799	0.233333333333333	WM1158	WM239A	WM902B
CL-40	0.233333333333333	NCI-H460	NCI-H1404	BL-70
CMK-11-5	0.233333333333333	TMK-1	K1	KG-1-C
COLO-704	0.233333333333333	BL-70	Calu-1	Caov-2
GA-10	0.233333333333333	OVCAR-10	Calu-1	KG-1-C
LN-18	0.233333333333333	NCI-H128	NCI-H1184	NCI-H1385
LOU-NH91	0.233333333333333	U-CH1	Calu-1	OMC-1
NCO2	0.233333333333333	NCI-H128	NCI-H220	NCI-H820
NU-DHL-1	0.233333333333333	U-CH1	NCI-H128	NCI-H719
PL-21	0.233333333333333	SCLC-21H	MKL-2	P3HR-1
SU-DHL-1	0.233333333333333	U-CH1	SCLC-21H	UISO-MCC-1
KHM-1B	0.235	KMH-2	TMK-1	KG-1-C
BHT-101	0.238095238095238	HT	TF-1	MC-1010
769-P	0.24	786-0	CP67-MEL	CRO-AP3
KLM-1	0.24	KMH-2	MKL-2	OMC-1
T-47D	0.24	TI-73	TF-1	Toledo
T3M-4	0.24	TMK-1	TF-1	TI-73
KMRC-3	0.24	KMH-2	BC-3	Kasumi-3
KMS-11	0.24	KMH-2	DMS-153	MC-1010
KMS-18	0.24	KMH-2	DMS-153	TMK-1
MKN-45	0.24	MKL-2	TMK-1	MKL-1-subclone-2
SW 780	0.24	SW403	OSA-80	BL-70
SW 900	0.24	SW403	WM902B	DV-90
SW1417	0.24	SW403	A1847	EW7476
WM-88	0.24	WM1158	WM239A	WM902B
SNU-201	0.243386243386243	NCI-H2081	SCLC-21H	JHU-013
WM-793	0.244444444444445	WM239A	WM902B	TI-73
BICR 22	0.246428571428571	BC-2	BC-3	OVCAR-2
BICR 31	0.246428571428571	BC-3	BC-2	CRO-AP3
JL-1	0.246428571428571	JHU-013	JHU-019	Calu-1
TOV-21G	0.246428571428571	TF-1	Caov-2	OVCAR-2
UACC-812	0.247222222222222	Calu-1	UDSCC2	U-CH1
