SEED	BEST_MATCH_SCORE	MATCH_1	MATCH_2	MATCH_3
NU-DHL-1	0.05	NU-DUL-1	SU-DHL-10	SU-DHL-16
SNU-1041	0.05	SNU-1040	SNU-61	SNU-81
VMRC-LCP	0.05	VMRC-LCD	MC-CAR	KMRC-1
IM95	0.0533333333333334	IM-95	M980513	M059K
OV56	0.0533333333333334	OV-56	OV-7	OVISE
G-292, clone A141B1	0.0538011695906433	G-292-Clone-A141B1	G-MEL	G-402
Ishikawa (Heraklio) 02 ER-	0.0558528428093646	Ishikawa_Heraklio_02ER-	Ishikawa	HARA
MDA-MB-435S	0.0563636363636364	MDA-MB-436	MDA-MB-330	MET-2B
COR-L51	0.0571428571428571	COR-L95	COR-L321	COR-L311
COR-L24	0.0571428571428571	COR-L32	COR-L321	COR-L95
KYSE-30	0.0571428571428571	KYSE-50	KYSE-220	KYAE-1
OCI-LY3	0.0571428571428571	OCI-LY7	OCI-AML3	OCI-LY-19
SNU-213	0.0571428571428571	SNU-283	SNU-182	SNU-61
SNU-308	0.0571428571428571	SNU-398	SNU-283	SNU-81
SNU-349	0.0571428571428571	SNU-398	SNU-283	SNU-407
SNU-410	0.0571428571428571	SNU-407	SNU-1040	SNU-61
SNU-478	0.0571428571428571	SNU-407	SNU-81	SNU-182
SNU-738	0.0571428571428571	SNU-398	SNU-283	SNU-81
SNU-840	0.0571428571428571	SNU-407	SNU-81	SNU-1040
PL45	0.0583333333333334	PL4	PL18	PL-21
SNU-216	0.0619047619047619	SNU-61	SNU-182	SNU-81
HCC-95	0.0666666666666666	HCC-56	HCC-15	HCC-44
IGR-39	0.0666666666666666	IGR-37	IOSE-397	IM-95
KMRC-3	0.0666666666666666	KMRC-1	KMRC-20	KP-3
KMS-18	0.0666666666666666	KMS-11	KYM-1	KMRC-1
MOLP-2	0.0666666666666666	MOLP-8	MOLM-13	MOLM-16
NUGC-2	0.0666666666666666	NUGC-4	NCI-H211	NCI-H929
SNU-46	0.0666666666666666	SNU-61	SNU-407	SNU-1040
SNU-C4	0.0666666666666666	SNU-C5	SNU-407	SNU-1040
KG-1-C	0.0666666666666667	KG-1	GB-1	KYM-1
OV7	0.0666666666666667	OV-7	OV-17R	OVISE
SU.86.86	0.0666666666666667	SU8686	SU-DHL-8	SU-DHL-6
CI-1	0.0666666666666668	Sci-1	OCI-M1	PCI-15A
NCI-H889	0.0694444444444445	NCI-H1688	NCI-H1869	NCI-H69
NCI-H508	0.0694444444444445	NCI-H1581	NCI-H1568	NCI-H2085
NCI-H1339	0.0694444444444445	NCI-H1963	NCI-H196	NCI-H1915
NCI-H1373	0.0694444444444445	NCI-H1734	NCI-H187	NCI-H1623
NCI-H3255	0.0694444444444445	NCI-H2135	NCI-H835	NCI-H3122
OCI-LY10	0.0694444444444445	OCI-LY-19	OCI-LY7	OCI-M1
RERF-LC-Ad1	0.0727272727272727	RERF-LC-Sq1	RERF-GC-1B	RERF-LC-KJ
HCC-827-GR5	0.0727272727272728	HCC-827	HCC-78	HCC-56
Hs 766T	0.0761904761904762	Hs-766T	Hs746T	Hs-633T
HCC-1897	0.0785714285714286	HCC-827	HCC-78	HCC-15
HCC-2279	0.0785714285714286	HCC-827	HCC-78	HCC202
SNU-1076	0.0785714285714286	SNU-175	SNU-407	SNU-61
SNU-1077	0.0785714285714286	SNU-175	SNU-407	SNU-1040
SNU-1079	0.0785714285714286	SNU-175	SNU-407	SNU-1040
SNU-1105	0.0785714285714286	SNU-175	SNU-1040	SNU-61
SNU-1197	0.0785714285714286	SNU-175	SNU-61	SNU-81
SNU-1214	0.0785714285714286	SNU-182	SNU-1040	SNU-61
SNU-1272	0.0785714285714286	SNU-182	SNU-175	SNU-61
HuH-6	0.08	huH-1	JHH-6	JHH-1
CL-14	0.08	CL-11	CL-40	CL-34
JHH-5	0.08	JHH-1	JHH-2	JHH-4
Panc 02.03	0.08	PANC-02-03	PANC-04-03	NCC021
Panc 04.03	0.08	PANC-04-03	PANC-02-03	NCC010
RERF-LC-AI	0.08	RERF-LC-KJ	RERF-LC-Sq1	RERF-GC-1B
SNU-1066	0.0833333333333333	SNU-61	SNU-1040	SNU-81
SNU-1196	0.0833333333333333	SNU-61	SNU-81	SNU-182
Hs 683	0.0888888888888888	Hs-683	Hs-633T	Hs746T
LS 180	0.0888888888888888	LS-180	PL18	LN-18
WM-793	0.0888888888888888	WM793B	WM278	WM-266-4
BICR 16	0.0904761904761905	BICR10	BICR31	BICR78
BICR 18	0.0904761904761905	BICR78	BICR10	BICR31
HCC-33	0.0904761904761905	HCC-366	HCC-56	HCC-44
SNU-119	0.0904761904761905	SNU-61	SNU-81	SNU-182
SNU-201	0.0904761904761905	SNU-182	SNU-61	SNU-81
SNU-245	0.0904761904761905	SNU-C5	SNU-182	SNU-175
SNU-324	0.0904761904761905	SNU-283	SNU-182	SNU-398
SNU-466	0.0904761904761905	SNU-61	SNU-407	SNU-1040
SNU-489	0.0904761904761905	SNU-398	SNU-81	SNU-182
SNU-503	0.0904761904761905	SNU-C5	SNU-398	SNU-175
SNU-520	0.0904761904761905	SNU-C5	SNU-182	SNU-175
SNU-620	0.0904761904761905	SNU-61	SNU-182	SNU-283
SNU-626	0.0904761904761905	SNU-61	SNU-182	SNU-283
SNU-668	0.0904761904761905	SNU-61	SNU-81	SNU-182
SNU-685	0.0904761904761905	SNU-61	SNU-C5	SNU-81
SNU-719	0.0904761904761905	SNU-61	SNU-175	SNU-81
SNU-869	0.0904761904761905	SNU-398	SNU-61	SNU-81
SNU-878	0.0904761904761905	SNU-81	SNU-182	SNU-398
SNU-886	0.0904761904761905	SNU-61	SNU-81	SNU-182
SNU-899	0.0904761904761905	SNU-398	SNU-81	SNU-182
SNU-C2A	0.0904761904761905	SNU-C5	SNU-182	SNU-283
HCC-1438	0.0916666666666666	HCC1428	HCC-44	HCC-78
Hep 3B2.1-7	0.0916835016835017	Hep3B2-1-7	Hey	H2731
RERF-LC-Ad2	0.0945454545454546	RERF-LC-KJ	RERF-LC-Sq1	RERF-GC-1B
HCC-2814	0.0958333333333333	HCC1428	HCC-44	HCC-78
COLO 201	0.1	COLO-320	COLO-829	COR-L321
COLO-677	0.1	COLO-783	COLO-320	COLO-829
COLO-704	0.1	COLO-320	COLO-783	COLO-829
COLO-818	0.1	COLO-783	COLO-829	COLO-320
JK-1	0.1	JEKO-1	KG-1	JHH-1
RS-5	0.1	ROS-50	SIG-M5	SNU-C5
SNU-1033	0.1	SNU-1040	SNU-61	SNU-81
VMRC-RCW	0.1	VMRC-LCD	MC-CAR	RCC-JW
HCC364	0.105555555555556	HCC-366	HCC-56	HCC-44
JHOM-2B	0.105555555555556	JHOS-2	JHH-2	JHOS-4
KPL-1	0.106666666666667	KP-1N	PL-21	KP-3
KYO-1	0.106666666666667	KYM-1	KYAE-1	JEKO-1
RCC-4	0.106666666666667	RCC-JW	RCC-AB	RCC-MF
HCC-1171	0.108333333333333	HCC-78	HCC-15	HCC-827
HCC-1833	0.108333333333333	HCC-78	HCC-15	HCC-827
HCC-2108	0.108333333333333	HCC-78	HCC-15	HCC-827
KMS-21BM	0.108333333333333	KMS-11	KYM-1	KMRC-1
PE/CA-PJ15	0.112592592592593	PE-CA-PJ15	PCI-15A	MEC-1
COR-L47	0.114285714285714	COR-L32	COR-L95	COR-L321
SK-N-MC	0.114285714285714	SK-N-SH	SKN	SK-PN-DW
SUP-T11	0.114285714285714	SUP-B15	SUP-HD1	SUP-M2
Hey-A8	0.116666666666667	Hey	HeLa	HCE-7
LC-1/sq-SF	0.117142857142857	LC-1-sq	LC-2-ad	ML-1
KLM-1	0.12	KYM-1	KMRC-1	KMS-11
KMM-1	0.12	KYM-1	KMRC-1	KMS-11
Panc 02.13	0.12	PANC-02-03	PANC-04-03	NCC021
KMBC-2	0.120634920634921	KMRC-20	MEC-2	KMRC-1
KMS-20	0.120634920634921	KMRC-20	KMS-11	KYSE-220
WM-983B	0.120634920634921	WM793B	WM278	WM-266-4
LN-215	0.124444444444444	LN-18	LN-229	PL-21
LN-319	0.124444444444444	LN-18	LN-229	ML-1
LN-428	0.124444444444444	LN-18	LN-229	SNU-283
DV-90	0.133333333333333	OV-90	Hs-940-T	DAN-G
BC-3C	0.133333333333333	SBC-3	EBC-1	CL-34
BCP-1	0.133333333333333	EBC-1	CHP-126	GB-1
HCC4006	0.133333333333333	HCC1500	HCC202	HCC-56
JHUEM-1	0.133333333333333	JHU-011	JHH-1	JHU-022
JHUEM-2	0.133333333333333	JHU-022	JHU-029	JHU-028
PANC-1	0.133333333333333	PANC-02-03	PANC-04-03	PCI-15A
REC-1	0.133333333333333	MEC-1	EBC-1	RWPE-1
YMB-1	0.133333333333333	KYM-1	GB-1	ML-1
BICR 6	0.133333333333333	BICR78	BICR22	BICR10
Hs 940.T	0.133333333333333	Hs-940-T	Hs-944-T	Hs746T
Hs 944.T	0.133333333333333	Hs-944-T	Hs-940-T	Hs746T
KMS-26	0.133333333333333	KMS-11	KMRC-20	KP-2
KMS-27	0.133333333333333	KMS-11	KMRC-20	KP-2
KMS-34	0.133333333333333	KMS-11	KP-3	SH-4
LN-235	0.133333333333333	LN-229	L-1236	NCI-H2135
TE 441.T	0.133333333333333	TE-441-T	TE-4	RT4
HEC-151	0.135714285714286	HCC-15	HT-115	MEC-1
HCT-8	0.142222222222222	HCC-78	HCC-827	HCE-7
JHOM-1	0.142222222222222	JHH-1	JHOS-4	JHOS-3
AML-193	0.142857142857143	ML-1	AMO-1	MOLM-13
Hs 274.T	0.144444444444444	Hs746T	Hs-766T	Hs-944-T
Hs 706.T	0.144444444444444	Hs746T	Hs-766T	Hs-633T
Hs 742.T	0.144444444444444	Hs746T	Hs-766T	Hs-944-T
Panc 05.04	0.148571428571429	PANC-04-03	PANC-02-03	NCC010
COLO 684	0.15	COLO-783	COLO-829	COLO-320
COLO 775	0.15	COLO-783	COLO-320	COLO-829
HMEL	0.15	HeLa	G-MEL	Hey
PK-1	0.15	KP-1N	KG-1	PL-21
Set-2	0.15	ES-2	SUIT-2	MET-2B
BICR 56	0.152380952380952	BICR78	BICR22	BICR10
HCC2935	0.152380952380952	HCC202	HCC-56	HCC-15
SK-RC-20	0.154166666666667	SK-GT-2	KMRC-20	SK-N-SH
Calu-1	0.155555555555556	CAL-29	CAL-78	CL-11
JHOC-5	0.155555555555556	JHOS-4	JHOS-3	JHOS-2
MOTN-1	0.155555555555556	Mo-T	MONO-MAC-1	AMO-1
SK-N-BE(2)	0.157142857142857	SK-N-SH	SK-GT-2	SKN
MDA-MB-175-VII	0.16	MDA-MB-330	MDA-MB-436	ML-1
DLD-1	0.16	DND-41	ML-1	PL-21
HEC-6	0.16	HCC-56	HCC-366	HCE-7
HLC-1	0.16	HCC-15	LC-1-sq	ML-1
JMSU-1	0.16	JSC-1	JIMT-1	SNU-61
KHM-1B	0.16	KYM-1	KMRC-1	KMS-11
HK-2	0.166666666666667	KP-2	JHH-2	HCC-827
HTK-	0.166666666666667	TK	HT-115	huH-1
JL-1	0.166666666666667	ML-1	JHH-1	JSC-1
KMS-28BM	0.166666666666667	KMS-11	K2	KMRC-20
SK-BR-3	0.167619047619048	SKN-3	SK-MEL-31	SK-N-SH
SW 1353	0.167619047619048	SW156	SW756	WM35
SW579	0.173333333333333	SW756	SW156	SW1271
Hs 294T	0.176190476190476	Hs-944-T	Hs-940-T	Hs746T
Hs 343.T	0.176190476190476	Hs-633T	Hs746T	Hs-944-T
Hs 606.T	0.176190476190476	Hs-766T	Hs746T	Hs-633T
Hs 616.T	0.176190476190476	Hs-766T	Hs746T	Hs-633T
Hs 863.T	0.176190476190476	Hs-633T	Hs-683	Hs746T
KP-N-SI9s	0.176296296296296	KP-1N	KP-3	KP-2
NALM-1	0.177777777777778	AMO-1	ML-1	MOLM-13
EOL-1	0.177777777777778	JEKO-1	MOLM-13	MOLM-16
GOS-3	0.177777777777778	JHOS-3	IOSE-397	IOSE-364-
LN-340	0.177777777777778	CL-40	CL-34	LN-18
SNB-19	0.177777777777778	SNU-61	SNU-81	SNU-182
HT	0.177777777777778	HT-115	YT	Hey
Caki-2	0.177777777777778	CAL-29	KP-2	CAL-78
WM1799	0.177777777777778	WM793B	WM278	WM1552C
KASUMI-2	0.180555555555556	SUIT-2	KARPAS-231	KARPAS-620
KCI-MOH1	0.180555555555556	OCI-M1	Sci-1	NCI-H187
HuH28	0.186666666666667	huH-1	JHU-028	JHH-2
RH-30	0.186666666666667	RH-41	COR-L303	ASH-3
TC-32	0.186666666666667	TC-71	COR-L32	COLO-320
SCLC-21H	0.186666666666667	Sci-1	SCCH-196	PL-21
SK-RC 31	0.186666666666667	SKN-3	SK-MEL-31	SK-ES-1
MOR/CPR	0.190476190476191	Mo	MOLP-8	MC-CAR
SH-SY5Y	0.191666666666667	SH-4	SIG-M5	SNU-C5
GR-M	0.195	G-MEL	RCC-MF	IGR-37
HLF-a	0.195	HeLa	LC-2-ad	RCH-ACV
KE-39	0.195	KP-3	MFE-319	IOSE-397
RI-1	0.195	RH-41	Sci-1	RWPE-1
Sq-1	0.195	Sci-1	QGP-1	JSC-1
T3M-4	0.195	TE-4	BT-474	BT-483
TF-1	0.195	TC-71	FLO-1	TOV-21G
HEC-251	0.195714285714286	HCC-15	MEC-2	MEC-1
HEC-265	0.195714285714286	HCC-56	MEC-2	HCC-15
Hs 604.T	0.197777777777778	Hs746T	Hs-766T	Hs-633T
Hs 675.T	0.197777777777778	Hs746T	Hs-766T	Hs-633T
Malme-3M	0.198214285714286	MOLM-13	MLMA	ML-1
KNS-60	0.2	KARPAS-620	KYSE-50	KYSE-220
Hs 840.T	0.2	Hs-940-T	Hs746T	Hs-944-T
Hs 934.T	0.2	Hs-944-T	Hs-940-T	Hs746T
MCAS	0.2	MC-CAR	CADO-ES1	MC116
NCO2	0.2	NCC021	NCI-H211	NCI-H929
PCM6	0.2	PCI-6A	PCI-30	PCI-38
JHUEM-3	0.2	JHU-011	JHU-022	JHU-029
CMK-86	0.2	CCK-81	RC-K8	NCI-H1869
HEC-59	0.2	HCC-56	HCC-15	HSC-39
IMR-32	0.2	IGR-37	IM-95	KMRC-20
K029AX	0.2	K2	KP-2	H290
P3HR-1	0.2	PWR-1E	PL-21	P32-ISH
T.T	0.2	T-T	TT2609-C02	TK
KP-N-RT-BM-1	0.202222222222222	KP-1N	KP-3	KP-2
COV362	0.203174603174603	COR-L32	COLO-320	COR-L321
Hs 695T	0.203174603174603	Hs746T	Hs-766T	Hs-633T
SH-10-TC	0.204166666666667	SH-4	Hs-940-T	LS-180
LNZ308	0.207407407407407	LNZTA3WT4	LN-18	LN-229
HuG1-N	0.208888888888889	huH-1	NUGC-4	JHU-011
HEC-1-A	0.20952380952381	Hep3B2-1-7	MEC-1	EBC-1
HEC-108	0.20952380952381	MEC-1	EBC-1	ECC10
HMC-1-8	0.20952380952381	MEC-1	HCC-78	HCC-15
NALM-19	0.20952380952381	AMO-1	CAL-29	ML-1
TM-31	0.20952380952381	MFE-319	ML-1	ME-1
U-178	0.20952380952381	SNU-182	SNU-175	NCI-H1781
UMRC2	0.20952380952381	KMRC-20	MEC-2	KMRC-1
LN-443	0.21	LN-18	LN-229	CL-34
LN-464	0.21	LN-18	LN-229	NCI-H1648
OVMANA	0.21	OVMIU	OVKATE	OVCA420
CMK-11-5	0.21	CL-11	KMS-11	CCK-81
Hs 255.T	0.21	H2595	H3255	Hs746T
