SEED	BEST_MATCH_SCORE	MATCH_1	MATCH_2	MATCH_3
Hs 281.T	0.21	H2810	H2818	Hs746T
HuNS1	0.213333333333333	huH-1	JHU-011	LOU-NH91
LN382	0.213333333333333	LN-18	LN-229	LNZTA3WT4
WM-88	0.213333333333333	WM278	WM-266-4	WM35
NH-6	0.216666666666667	JHH-6	NCI-H647	NCI-H660
U-937	0.216666666666667	FU97	IGR-37	SNU-398
UT-7	0.216666666666667	TC-71	BT-474	SUIT-2
Hep G2	0.217777777777778	Hep3B2-1-7	Hey	HeLa
HPB-ALL	0.219047619047619	HPAC	Hep3B2-1-7	PCI-6A
MHH-ES-1	0.220238095238095	SK-ES-1	JHH-1	huH-1
UM-UC-1	0.220238095238095	NU-DUL-1	OCUM-1	MONO-MAC-1
HEL 92.1.7	0.221666666666667	HeLa	Hep3B2-1-7	Hey
Caov-3	0.222222222222222	CADO-ES1	COR-L32	OV-7
CJM	0.222222222222222	EJM	RCC-MF	OCI-M1
COV318	0.222222222222222	OVK-18	COR-L321	COR-L311
Hs 172.T	0.222222222222222	Hs746T	Hs-766T	H2722
Hs 571.T	0.222222222222222	Hs746T	Hs-766T	H513
Hs 600.T	0.222222222222222	Hs746T	Hs-766T	Hs-633T
Hs 611.T	0.222222222222222	Hs746T	Hs-766T	Hs-633T
Hs 618.T	0.222222222222222	Hs746T	Hs-683	Hs-766T
Hs 698.T	0.222222222222222	Hs746T	Hs-683	Hs-766T
Hs 737.T	0.222222222222222	Hs746T	Hs-766T	Hs-633T
Hs 739.T	0.222222222222222	Hs746T	HSC-39	Hs-766T
Hs 751.T	0.222222222222222	Hs746T	MS751	Hs-766T
Hs 834.T	0.222222222222222	Hs746T	Hs-683	Hs-633T
Hs 839.T	0.222222222222222	Hs-683	HSC-39	Hs-633T
Hs 870.T	0.222222222222222	Hs746T	Hs-766T	Hs-940-T
Hs 936.T	0.222222222222222	Hs746T	Hs-633T	Hs-766T
SALE	0.222222222222222	SAT	SCaBER	KLE
TEN	0.222222222222222	TE-4	TE-441-T	TK
EWS502	0.225	ES-2	ESO51	ESO26
HEC-50B	0.228571428571429	HCC-56	HCC-15	HCC1500
OUMS-23	0.228571428571429	OSC-20	OCUM-1	IOSE-523-
OUMS-27	0.228571428571429	OSC-20	OCUM-1	JHOS-2
SF-172	0.228571428571429	SNU-182	SNU-175	ES-2
NCC-StC-K140	0.233333333333333	NCC021	NCC010	NCI-H740
Kasumi-6	0.233333333333333	KARPAS-620	KARPAS-1106P	SUIT-2
KE-97	0.233333333333333	IOSE-397	HCE-7	KYAE-1
RD-ES	0.233333333333333	CADO-ES1	RCC-ER	PWR-1E
PE/CA-PJ49	0.236190476190476	PE-CA-PJ15	PCI-4B	CAL-29
T1-73	0.24	TC-71	T-T	BT-474
SF767	0.24	SW756	Hs746T	Hs-766T
TALL-1	0.24	TASK1	ML-1	ALL-SIL
OVSAHO	0.24	OVISE	OVKATE	OVTOKO
LUDLU-1	0.242063492063492	NU-DUL-1	LOU-NH91	SU-DHL-10
JH-EsoAd1	0.243333333333333	JEKO-1	JHU-011	JHOS-4
ONCO-DG-1	0.244444444444444	MONO-MAC-1	OCI-M1	OCI-LY-19
CH-157MN	0.247222222222222	HCC-15	CHP-126	HT-115
IST-MES2	0.247222222222222	SUIT-2	SUP-M2	IOSE-523-
EFE-184	0.247619047619048	EFM-192A	ME-1	EBC-1
Hs 939.T	0.247619047619048	Hs-633T	Hs-944-T	Hs-940-T
EB1	0.248888888888889	EBC-1	OE21	GB-1
Li-7	0.25	CAL-78	IGR-37	NCI-H740
T3M-10	0.25	ML-1	ME-1	TC-71
HLF	0.25	HeLa	Hey	H290
FTC-238	0.253968253968254	PCI-38	RC-K8	MEC-2
U-BLC1	0.253968253968254	SUP-B15	EBC-1	NU-DUL-1
Hs 688(A).T	0.258585858585859	Hs-683	Hs-766T	Hs-633T
HuT 102	0.259047619047619	huH-1	JHU-022	JHU-029
ACC-MESO-1	0.261904761904762	SK-ES-1	SK-MEL-1	RCC-MF
Hs 229.T	0.2625	H290	Hs-944-T	Hs-940-T
BL-70	0.266666666666667	CL-40	BT-474	LS-180
YD-15	0.266666666666667	KYM-1	LU-165	HDQ-P1
HEK TE	0.266666666666667	Hey	HeLa	OVKATE
Hs 729	0.266666666666667	Hs746T	HSC-39	H2722
Hs 819.T	0.266666666666667	Hs-944-T	Hs-940-T	Hs746T
Hs 895.T	0.266666666666667	Hs-944-T	Hs-940-T	Hs746T
OC 315	0.266666666666667	OCI-M1	OCUM-1	OCI-AML5
OC 316	0.266666666666667	OCI-M1	OCUM-1	OSC-19
OELE	0.266666666666667	OE21	OVISE	HeLa
PEER	0.266666666666667	PEO1	PE-CA-PJ15	PWR-1E
TE 125.T	0.266666666666667	TE-441-T	TE-4	HT-115
TE 159.T	0.266666666666667	TE-441-T	TE-4	HT-115
TE 617.T	0.266666666666667	TE-441-T	UE6E7T-3	TE-4
AZ-521	0.27	AMO-1	GA-10	PL-21
TCC-PAN2	0.273333333333333	TC-71	RCC-AB	HCC-827
DM-3	0.273809523809524	MFE-319	MDA-MB-330	DAN-G
GSS	0.277777777777778	SISO	SK-ES-1	STS-0421
TIG-3 TD	0.277777777777778	IGR-37	T-T	PCI-30
MDA PCa 2b	0.28	MDA-MB-330	MDA-MB-436	MEC-2
Reh	0.28	RH-41	RWPE-1	RERF-GC-1B
Hs 821.T	0.285	H2810	H2818	Hs746T
PE/CA-PJ41 (clone D2)	0.285079365079365	PE-CA-PJ15	PEO1	MEC-1
COV434	0.285714285714286	COR-L32	COLO-320	COR-L321
SEM	0.2875	SK-MEL-1	SIG-M5	SUP-M2
RT112/84	0.288888888888889	RT4	TOV-112D	H3118
Alexander cells	0.288888888888889	EN	ALL-SIL	KLE
DMS 153	0.291428571428571	DOV13	MS751	SW156
SW403	0.291428571428571	SNU-407	ES4	SW756
PK-59	0.291428571428571	PCI-15A	KYSE-50	KP-3
SW480	0.291428571428571	SNU-407	LS-180	ES4
PLC/PRF/5	0.296296296296296	PL4	PL18	PE-CA-PJ15
COV504	0.3	COLO-320	COR-L303	OV-90
Hs 822.T	0.3	Hs746T	Hs-683	H2722
Hs 852.T	0.3	Hs746T	Hs-683	Hs-445
Hs 888.T	0.3	Hs746T	Hs-683	H2818
Toledo	0.3	TOV-112D	KLE	TE-4
MJ	0.3	Mo	Mo-T	ML-1
A1207	0.3	SW1271	H290	H2803
COV644	0.3	OV-56	HCC-44	COR-L32
F-36P	0.3	L-1236	MFE-319	HCC-366
HMCB	0.3	HPAC	EMC-BAC-2	EMC-BAC-1
HuT 78	0.3	HCC-78	huH-1	JHU-028
MUTZ-5	0.3	MZ1-PC	IM-95	MET-2B
PK-45H	0.3	PCI-4B	PL4	P32-ISH
SLR 21	0.3	PL-21	SW1271	SLVL
SLR 26	0.3	ESO26	SLVL	L-1236
UMRC6	0.3	KMRC-1	KMRC-20	VMRC-LCD
YD-10B	0.3	GA-10	KYM-1	LS-180
YD-38	0.3	PCI-38	SNU-398	KP-3
IOMM-Lee	0.3075	IM-95	IOSE-397	IOSE-364-
U-138 MG	0.30952380952381	SNU-182	SNU-398	LN-18
ZR-75-1	0.30952380952381	IOSE-75-16SV40	RH-41	MS751
SLR 20	0.311111111111111	SLVL	OSC-20	KMRC-20
SLR 23	0.311111111111111	SLVL	SNU-283	L-1236
SLR 24	0.311111111111111	SLVL	SH-4	ES-2
SLR 25	0.311111111111111	SLVL	SW756	SW156
MKN74	0.311111111111111	RKN	KON	SKN
TO 175.T	0.319047619047619	TOV-21G	TOV-112D	HT-115
TUHR4TKB	0.319444444444445	RT4	T-T	JURKAT
DMS 454	0.323809523809524	MS751	Hs-445	ES4
DFCI024	0.328042328042328	NCI-H2444	DIFI	PCI-30
Ki-JK	0.33	KP-3	KG-1	KP-2
M-07e	0.33	Mo-T	ML-1	ME-1
1321N1	0.333333333333333	SW1271	NCI-H211	H513
253J	0.333333333333333	H513	H2373	H2731
GP2d	0.333333333333333	KP-2	QGP-1	PL-21
GSU	0.333333333333333	SUIT-2	SNU-61	SUP-M2
LMSU	0.333333333333333	MM1S	LS-180	LU-165
Mino	0.333333333333333	SISO	MOLP-8	MOLM-13
RMUG-S	0.333333333333333	NUGC-4	RERF-LC-Sq1	RH-41
TUHR14TKB	0.333333333333333	RT4	TE-4	Hs746T
UOK101	0.333333333333333	OVK-18	KMS-11	JHU-011
D341 Med	0.3375	DND-41	DOV13	H2731
PE/CA-PJ34 (clone C12)	0.338008658008658	PE-CA-PJ15	CL-34	PCI-30
BDCM	0.35	BICR78	BICR22	BICR10
EW8	0.35	EN	ES4	EJM
L3.3	0.35	L-1236	H2373	CL-34
MHH-CALL-3	0.355	MC-CAR	OCI-AML3	MONO-MAC-1
TUHR10TKB	0.355555555555556	H2810	SU-DHL-10	NB-TU-1-10
PrEC LH	0.364285714285714	PEO1	PE-CA-PJ15	VMRC-LCD
U343	0.366666666666667	H2373	BT-483	SNU-398
YD-8	0.366666666666667	RC-K8	LN-18	MDST8
BJ hTERT	0.375	SCaBER	BT-474	BT-483
F5	0.375	FU97	FLO-1	Farage
Pfeiffer	0.375	PEO1	PCI-6A	PCI-30
59M	0.377777777777778	CP50-MEL-B	EJM	H290
143B	0.388888888888889	L-1236	WM793B	42-MG-BA
253J-BV	0.398809523809524	42-MG-BA	H513	CP50-MEL-B
A4/Fuk	0.422222222222222	451Lu	TASK1	JURL-MK1
