SEED	BEST_MATCH_SCORE	MATCH_1	MATCH_2	MATCH_3
MRK-nu-1	0.233333333333333	TMK-1	MHH-ES-1	MKL-2
SU-DHL-1	0.233333333333333	U-CH1	SCLC-21H	UISO-MCC-1
JSC-1	0.233333333333333	SCLC-21H	OMC-1	JHU-013
ASH-3	0.233333333333333	Kasumi-3	Caov-3	HCC-33
CL-40	0.233333333333333	NCI-H460	NCI-H1404	BL-70
OV-7	0.233333333333333	OVCAR-10	Caov-2	Caov-3
MN-60	0.233333333333333	NCI-H460	MC-1010	NCI-H220
NCC010	0.237037037037037	NCI-H1404	NCI-H2107	NCI-H128
BHT-101	0.238095238095238	HT	TF-1	MC-1010
769-P	0.24	786-0	CP67-MEL	CRO-AP3
H3255	0.24	H2596	HT	Hs-939-T
TASK1	0.24	TMK-1	TALL-1	Tera-1
SW1783	0.24	SW403	WM1158	DMS-153
SW1088	0.24	SW403	WM1158	A1847
SW1417	0.24	SW403	A1847	EW7476
SW1990	0.24	SW403	K19	WM902B
HCE-T	0.24	HCC-33	Hs-939-T	BC-2
HCE-4	0.24	HCC-33	EFE-184	NCI-H460
SW1573	0.24	SW403	DMS-153	MB157
EW-16	0.24	EW7476	EFE-184	Tera-1
EW-24	0.24	EW7476	EFE-184	BC-2
SW1710	0.24	SW403	WM1158	Sarc9371
HCE-7	0.24	HCC-33	NCI-H719	NCI-H735
KMS-11	0.24	KMH-2	DMS-153	MC-1010
PCI-15A	0.243386243386243	NCI-H1385	NCI-H1522	PLC-PRF-5
MZ2-MEL	0.243386243386243	VMRC-MELG	CP67-MEL	MY-M12
PANC-08-13	0.244444444444444	NCI-H2081	NCI-H508	NCI-H1437
DSH1	0.246428571428571	DMS-153	U-CH1	P3HR-1
TOV-21G	0.246428571428571	TF-1	Caov-2	OVCAR-2
EW-1	0.246428571428571	EFE-184	Tera-1	EW7476
UACC-812	0.247222222222222	Calu-1	UDSCC2	U-CH1
EFM-192A	0.247619047619048	EFE-184	MY-M12	TF-1
SACC-83	0.247619047619048	Sarc9371	HCC-33	OSA-80
HH	0.25	HUH-6-clone5	MHH-ES-1	HT
HCC1419	0.25	HCC-33	MCC13	JHU-019
RT-112	0.25	TF-1	TMK-1	Tera-1
PFSK-1	0.25	TF-1	P3HR-1	TMK-1
PCI-30	0.25	BC-3	PC-3_[JPC-3]	NCI-H220
RH-1	0.25	P3HR-1	Tera-1	JHU-013
LCLC-103H	0.25	SCLC-21H	MCC13	HCC-33
GI-1	0.25	KG-1-C	NCI-H128	NCI-H719
KOSC-2	0.25	BC-2	OUMS-23	OVCAR-2
GB-1	0.25	KG-1-C	YMB-1-E	BC-2
Ca-Ski	0.25	MCAS	Calu-1	Caov-2
HCC1500	0.25	HCC-33	MC-1010	MCC13
HCC2998	0.25	HCC-33	H2596	MCC26
HGC-27	0.25	BC-2	NCI-H2107	NCI-H2171
HCC1187	0.25	HCC-33	MCC13	NCI-H1184
HCC2157	0.25	HCC-33	SCLC-21H	MB157
HCC1954	0.25	HCC-33	MCC13	K19
HCC2218	0.25	HCC-33	SCLC-21H	MCC13
HCC1569	0.25	HCC-33	H2596	MCC13
HCC1806	0.25	HCC-33	MCC13	MCC26
HCC1428	0.25	HCC-33	NCI-H128	MCC13
NUGC-3	0.25	BC-3	NCI-H735	NCI-H1385
SW1116	0.25	P116	WM1158	SW403
LP-1	0.25	Calu-1	P3HR-1	TALL-1
HCC1599	0.25	HCC-33	H2596	MCC13
MET-2B	0.25	Set2	MKL-2	KMH-2
COLO-741	0.25	Calu-1	OMC-1	NCI-H719
UACC-257	0.25	UDSCC2	BC-2	SCLC-21H
COLO-205	0.25	Caov-2	BC-2	NCI-H220
GOTO	0.25	Geo	Toledo	HT
T-T	0.25	TF-1	TI-73	KP-N-RT-BM-1
COLO-792	0.25	Caov-2	NCI-H719	SCLC-21H
COLO-824	0.25	Caov-2	BC-2	NCI-H820
COLO-320	0.25	Caov-2	Caov-3	CRO-AP3
SAT	0.25	Set2	Sarc9371	OSA-80
COR-L321	0.25	Caov-2	Caov-3	CRO-AP3
NUGC-4	0.25	NCI-H460	NCI-H1184	NCI-H1404
COLO-783	0.25	Caov-3	CRO-AP3	NCI-H735
COR-L311	0.25	Caov-3	CRO-AP3	BC-3
COR-L279	0.25	Caov-2	OVCAR-2	BC-2
COR-L303	0.25	Caov-3	CRO-AP3	HCC-33
COLO-829	0.25	Caov-2	BC-2	NCI-H820
PC-14	0.251851851851852	NCI-H1404	NCI-H1437	OMC-1
SU-DHL-10	0.251851851851852	U-CH1	SCLC-21H	NCI-H1404
LC-1F	0.251851851851852	PLC-PRF-5	Calu-1	OMC-1
SU-DHL-16	0.251851851851852	U-CH1	SCLC-21H	NCI-H1618
NB14	0.253333333333333	NB(TU)1-10	NCI-H1404	NCI-H1437
NB13	0.253333333333333	NB(TU)1-10	NCI-H1385	BC-3
NB10	0.253333333333333	NB(TU)1-10	BL-70	MB157
NB12	0.253333333333333	NB(TU)1-10	NCI-H128	BC-2
GMS-10	0.253968253968254	DMS-153	MC-1010	OMC-1
LS-123	0.253968253968254	DMS-153	OUMS-23	MKL-2
HuP-T3	0.253968253968254	JHU-013	HCC-33	Hs-939-T
JHOS-2	0.253968253968254	OUMS-23	JHU-013	JHU-019
ALL-SIL	0.253968253968254	TALL-1	Calu-1	MKL-1-subclone-2
HuO-3N1	0.257142857142857	JHU-013	JHU-019	HUH-6-clone5
MV-4-11	0.257142857142857	MC-1010	MHH-ES-1	MY-M12
OCI-AML2	0.258214285714286	OVCAR-2	OVCA432	OMC-1
SK-MEL-2	0.258333333333333	MKL-2	KMH-2	CP67-MEL
JHH-2	0.259047619047619	JHU-013	JHU-019	KMH-2
JHH-4	0.259047619047619	JHU-013	JHU-019	MHH-ES-1
JHH-6	0.259047619047619	JHU-013	JHU-019	HUH-6-clone5
JHH-7	0.259047619047619	JHU-013	JHU-019	MHH-ES-1
NTERA-S-cl-D1	0.260683760683761	Tera-1	NB(TU)1-10	MHH-ES-1
GA-10-Clone-4	0.260683760683761	KG-1-C	HUH-6-clone5	MKL-1-subclone-2
HDLM-2	0.261111111111111	KMH-2	MKL-2	DMS-153
LC4-1	0.261111111111111	Calu-1	OMC-1	TALL-1
IGR-37	0.261111111111111	TI-73	NCI-H1437	CRO-AP3
PANC-10-05	0.261904761904762	MC-1010	PLC-PRF-5	NCI-H1385
SK-MG-1	0.261904761904762	UISO-MCC-1	TMK-1	MKL-1-subclone-2
Hs-445	0.2625	Hs-939-T	DMS-153	HCC-33
BFTC-905	0.2625	BC-2	BC-3	BL-70
BFTC-909	0.2625	BC-2	BC-3	BL-70
TOV-112D	0.2625	TF-1	Caov-2	Toledo
NEC8	0.2625	NCI-H820	NCI-H865	NCI-H128
STS-0421	0.2625	Set2	SCLC-21H	TMK-1
SK-CO-1	0.264285714285714	UISO-MCC-1	TMK-1	U-CH1
MONO-MAC-1	0.266666666666667	UISO-MCC-1	MHH-ES-1	MC-IXC
L-540	0.266666666666667	BL-70	NCI-H460	NCI-H508
GR-ST	0.266666666666667	RD-ES	Jurkat	KG-1-C
DoTc2-4510	0.266666666666667	OMC-1	OVCAR-10	MC-1010
HL-60	0.266666666666667	BL-70	JHU-013	JHU-019
AMO-1	0.266666666666667	OMC-1	TMK-1	Calu-1
ECC10	0.266666666666667	MCC13	MC-1010	OVCAR-10
ECC12	0.266666666666667	MCC13	MCC26	UDSCC2
HEC-1	0.266666666666667	OMC-1	HCC-33	Calu-1
JVM-2	0.266666666666667	KMH-2	Caov-2	MY-M12
NOS-1	0.266666666666667	OMC-1	OSA-80	NCI-H128
ChaGo-K-1	0.266666666666667	Calu-1	Caov-2	Caov-3
KGN	0.266666666666667	KG-1-C	KP-N-YS	K1
MCF7	0.266666666666667	MCAS	MCC13	MCC26
CHP-212	0.26984126984127	NCI-H1522	BC-2	NCI-H220
CHP-134	0.26984126984127	NCI-H1437	BC-3	JHU-013
SK-MEL-30	0.26984126984127	KYSE-30	Kasumi-3	CP67-MEL
H2373	0.27	HCC-33	H2596	HT
BT-474	0.27	BL-70	TI-73	BC-2
OCUB-M	0.27	OMC-1	OUMS-23	OVCAR-2
MEL-HO	0.27	MKL-2	MHH-ES-1	MKL-1-subclone-2
MOLT-4	0.27	MKL-2	MKL-1-subclone-2	MC-IXC
KNS-42	0.27	KMH-2	MKL-2	KYSE-30
HSC-4	0.27	HCC-33	Hs-939-T	NCI-H460
KNS-62	0.27	KMH-2	MKL-2	KYSE-30
MOLP-8	0.27	MKL-2	OSA-80	MKL-1-subclone-2
TYK-nu	0.27	TMK-1	TF-1	KP-N-YS
RCC-ER	0.27	RD-ES	VMRC-RCW	VMRC-MELG
CHSA8926	0.273148148148148	NCI-H1926	NCI-H820	NCI-H865
MSTO-211H	0.273148148148148	SCLC-21H	MC-1010	Set2
U-118-MG	0.273333333333333	U-CH1	NCI-H1184	Calu-1
CPC-N	0.273333333333333	CP67-MEL	HCC-33	KP-N-YS
NCCIT	0.273333333333333	NCI-H128	NCI-H220	NCI-H460
SCC90	0.273333333333333	SCLC-21H	UDSCC2	Sarc9371
OV-56	0.273333333333333	OVCAR-10	Caov-2	Caov-3
MFE-319	0.273809523809524	TF-1	MY-M12	OMC-1
LC-2-ad	0.273809523809524	BC-2	MKL-2	PLC-PRF-5
VCaP	0.273809523809524	CRO-AP3	OVCA432	OVCA433
ES-2	0.273809523809524	OUMS-23	Set2	SCLC-21H
CA46	0.273809523809524	OVCA432	OVCA433	NCI-H460
IPC-298	0.273809523809524	BC-2	NCI-H128	NCI-H2081
C32	0.277777777777778	BC-2	MCC26	NCI-H220
COLO-800	0.277777777777778	OSA-80	MC-1010	NCI-H820
OE19	0.277777777777778	K19	Toledo	EFE-184
PCI-6A	0.277777777777778	NCI-H460	NCI-H865	NCI-H1618
RCC-JW	0.277777777777778	VMRC-RCW	HCC-33	SCLC-21H
LU-134-A	0.277777777777778	Calu-1	JHU-013	U-CH1
LN-405	0.277777777777778	NCI-H460	NCI-H1404	BL-70
LN-229	0.277777777777778	NCI-H220	MKL-2	NK-92MI
Mewo	0.277777777777778	Geo	MHH-ES-1	EW7476
UACC-893	0.277777777777778	HCC-33	Sarc9371	UDSCC2
SAS	0.277777777777778	MCAS	Sarc9371	OSA-80
C3A	0.277777777777778	MCAS	Calu-1	Caov-2
CCK-81	0.277777777777778	SCLC-21H	NCI-H2081	Calu-1
EB2	0.277777777777778	BC-2	Set2	IOSE-523(-)
BICR10	0.277777777777778	OVCAR-10	BC-2	BC-3
AsPC-1	0.277777777777778	SCLC-21H	OMC-1	Calu-1
A3-KAW	0.277777777777778	Takigawa	Calu-1	Caov-2
PCI-4B	0.277777777777778	NCI-H460	NCI-H1404	NCI-H1437
PEO1	0.277777777777778	Geo	P116	P3HR-1
OCI-AML3	0.278571428571429	OVCA432	OVCA433	CRO-AP3
M14	0.28	MB157	A1847	MC-1010
KARPAS-45	0.281481481481481	Kasumi-3	KP-N-YS	KYSE-30
SK-MEL-24	0.281481481481482	MKL-2	KMH-2	CP67-MEL
SK-MEL-28	0.281481481481482	MKL-2	KMH-2	CP67-MEL
OVKATE	0.285714285714286	OVCA432	OVCA433	OVCAR-2
P32-ISH	0.285714285714286	P3HR-1	KP-N-YS	NCI-H220
P30-OHK	0.285714285714286	P3HR-1	U-CH1	PLC-PRF-5
EFO-27	0.285714285714286	EFE-184	Caov-2	Geo
JHOS-4	0.285714285714286	JHU-013	JHU-019	IOSE-364(-)
P31-FUJ	0.285714285714286	P3HR-1	P116	PLC-PRF-5
MFM-223	0.285714285714286	OUMS-23	MKL-2	MY-M12
MOLT-13	0.285714285714286	DMS-153	MCC13	MKL-2
LS-1034	0.285714285714286	DMS-153	BL-70	SW403
MOLM-13	0.285714285714286	DMS-153	MCC13	MKL-2
SK-N-FI	0.285714285714286	KP-N-YS	KG-1-C	KP-N-RT-BM-1
SUP-B15	0.285714285714286	DMS-153	U-CH1	Calu-1
UM-UC-3	0.285714285714286	OUMS-23	U-CH1	UISO-MCC-1
DB	0.285714285714286	MDA-MB-175-VII	DV-90	DMS-153
D-392MG	0.285714285714286	NK-92MI	DV-90	BC-2
SNU-423	0.285714285714286	OUMS-23	SW403	Kasumi-3
SNU-175	0.285714285714286	DMS-153	NCI-H735	U-CH1
SNU-283	0.285714285714286	OUMS-23	Kasumi-3	NCI-H128
SK-N-DZ	0.285714285714286	KP-N-YS	KG-1-C	KP-N-RT-BM-1
SNU-182	0.286904761904762	NCI-H128	NCI-H820	U-CH1
SK-PN-DW	0.286904761904762	KP-N-YS	KG-1-C	KP-N-RT-BM-1
CHSA0011	0.286904761904762	MC-1010	Calu-1	U-CH1
SCH	0.288888888888889	SCLC-21H	U-CH1	Sarc9371
MFE-280	0.291428571428571	MKL-2	MY-M12	KMH-2
MOLT-16	0.291428571428571	MKL-2	OMC-1	MY-M12
EGI-1	0.291428571428571	EFE-184	KG-1-C	Tera-1
D-502MG	0.291428571428571	DV-90	NK-92MI	NCI-H508
DG-75	0.291428571428571	DMS-153	MDA-MB-175-VII	NCI-H735
EW-11	0.291428571428571	EFE-184	Tera-1	WM1158
JEG-3	0.291428571428571	JHU-013	KYSE-30	BC-3
JVM-3	0.291428571428571	JHU-013	Caov-3	DMS-153
JJN-3	0.291428571428571	JHU-013	NCI-H735	NCI-H1385
EW-13	0.291428571428571	EFE-184	Tera-1	DMS-153
SNU-407	0.291428571428571	SW403	NCI-H460	NCI-H1404
EW-12	0.291428571428571	EFE-184	MY-M12	Tera-1
ESS-1	0.291428571428571	EFE-184	Tera-1	DMS-153
M980513	0.291428571428571	MCC13	WM902B	DMS-153
MOLM-16	0.291428571428571	MKL-2	OMC-1	MY-M12
DOV13	0.291428571428571	DMS-153	Caov-3	OVCA432
OCI-LY7	0.291428571428571	OMC-1	NCI-H719	NCI-H735
MFE-296	0.291428571428571	MCC26	MKL-2	MY-M12
IST-MEL1	0.291666666666667	UISO-MCC-1	TMK-1	CP67-MEL
IST-MES1	0.291666666666667	UISO-MCC-1	TMK-1	MHH-ES-1
SK-MEL-1	0.291666666666667	UISO-MCC-1	MHH-ES-1	CP67-MEL
SK-LMS-1	0.291666666666667	UISO-MCC-1	MHH-ES-1	MKL-1-subclone-2
H-EMC-SS	0.291666666666667	MCAS	MHH-ES-1	RD-ES
MS751	0.292857142857143	DMS-153	MB157	MCC13
SK-MM-2	0.292857142857143	KMH-2	MKL-2	UISO-MCC-1
SKN-3	0.292857142857143	KYSE-30	Kasumi-3	DMS-153
KARPAS-620	0.293333333333333	Kasumi-3	KYSE-30	KMH-2
MKN7	0.293333333333333	MKL-2	MB157	MKL-1-subclone-2
BCPAP	0.293333333333333	BC-2	BC-3	CRO-AP3
A172	0.293333333333333	A1847	MDA-MB-175-VII	Caov-2
KARPAS-422	0.293333333333333	Kasumi-3	KMH-2	OVCAR-2
KARPAS-299	0.293333333333333	Kasumi-3	KMH-2	OVCAR-2
COLO-680N	0.296296296296296	OSA-80	Calu-1	Caov-2
EMC-BAC-2	0.296296296296296	MC-IXC	MCAS	VMRC-RCW
EMC-BAC-1	0.296296296296296	MC-IXC	MCAS	UISO-MCC-1
MOG-G-CCM	0.296296296296296	KG-1-C	UISO-MCC-1	MC-IXC
SNU-81	0.296296296296296	NCI-H2081	U-CH1	Calu-1
PL4	0.296296296296296	PLC-PRF-5	P116	P3HR-1
WM-266-4	0.3	WM239A	WM902B	KMH-2
Hs746T	0.3	Hs-939-T	EW7476	H2596
IGR-1	0.3	KG-1-C	P3HR-1	Tera-1
RH-41	0.3	P3HR-1	Tera-1	JHU-013
RH-18	0.3	P3HR-1	Tera-1	NCI-H128
ONS-76	0.3	OSA-80	OUMS-23	IOSE-364(-)
RMG-I	0.3	MC-IXC	RD-ES	KMH-2
QGP-1	0.3	KG-1-C	P3HR-1	TF-1
PL18	0.3	P116	PLC-PRF-5	A1847
PSN1	0.3	P116	P3HR-1	DMS-153
PANC-03-27	0.3	NCI-H2107	NCI-H1437	NCI-H2171
L-1236	0.3	MKL-2	LIM1215	MY-M12
L-363	0.3	HCC-33	BC-3	IOSE-364(-)
G-401	0.3	KG-1-C	JHU-013	JHU-019
MEG-01	0.3	MY-M12	OMC-1	TMK-1
G-361	0.3	KG-1-C	BC-3	TF-1
LU-65	0.3	Calu-1	NCI-H865	HUH-6-clone5
MZ1-PC	0.3	MC-IXC	MB157	MCC13
T-24	0.3	TF-1	TI-73	BC-2
VM-CUB-1	0.3	UISO-MCC-1	OMC-1	MHH-ES-1
TUR	0.3	Tera-1	Jurkat	NB(TU)1-10
AM-38	0.3	Caov-3	OSA-80	NCI-H1385
ES4	0.3	EW7476	SW403	Set2
COLO-320-HSR	0.3	Caov-2	Caov-3	SCLC-21H
SUP-T1	0.3	U-CH1	Calu-1	P3HR-1
HOP-92	0.3	KMH-2	Caov-2	Hs-939-T
HN	0.3	HT	H2596	HCC-33
SW962	0.3	WM902B	SW403	Set2
H4	0.3	HT	K4	H2596
HOP-62	0.3	KMH-2	Caov-2	OUMS-23
JAR	0.3	Jurkat	OVCAR-2	OVCAR-10
JEKO-1	0.3	TMK-1	JHU-013	JHU-019
ES7	0.3	EW7476	Set2	EFE-184
A2780	0.3	OSA-80	A1847	BL-70
HuCCT1	0.3	HCC-33	MCC13	U-CH1
H3118	0.3	WM1158	NCI-H1184	P116
DOHH-2	0.3	KMH-2	Caov-2	OUMS-23
SW982	0.3	WM902B	SW403	Set2
SW756	0.3	EW7476	SW403	H2596
MLMA	0.3	MCAS	MKL-2	MY-M12
SNU-61	0.3	U-CH1	Calu-1	SCLC-21H
SNU-C5	0.3	U-CH1	DMS-153	NCI-H508
SW156	0.3	WM1158	SW403	DMS-153
C-4-I	0.3	MC-IXC	NCI-H460	BC-2
RL95-2	0.3	MKL-2	SCLC-21H	RD-ES
K2	0.3	K1	K4	K8
LB1047-RCC	0.3	BL-70	A1847	MB157
K5	0.3	K1	K4	K8
JIMT-1	0.3	OMC-1	TMK-1	JHU-013
NB7	0.302222222222222	NB(TU)1-10	BL-70	NCI-H719
NB5	0.302222222222222	NB(TU)1-10	MB157	NCI-H508
NB4	0.302222222222222	NB(TU)1-10	NCI-H460	NK-92MI
NB6	0.302222222222222	NB(TU)1-10	NK-92MI	NCI-H128
KOPN-8	0.303571428571429	KP-N-YS	OSA-80	NCI-H128
OACp4C	0.303571428571429	OVCA432	OVCA433	OMC-1
WSU-DLCL2	0.303703703703704	UDSCC2	MKL-1-subclone-2	SCLC-21H
TGBC24TKB	0.305555555555556	BC-2	BC-3	Set2
IM-9	0.305555555555556	NCI-H1926	DV-90	KMH-2
EPLC-272H	0.305555555555556	BC-2	SCLC-21H	NCI-H220
RWPE-1	0.305555555555556	Tera-1	P3HR-1	EFE-184
M00921	0.305555555555556	WM902B	MCC13	MCC26
KURAMOCHI	0.305833333333333	Kasumi-3	NK-92MI	KMH-2
LB373-MEL-D	0.306818181818182	CP67-MEL	VMRC-MELG	MKL-1-subclone-2
MEL-JUSO	0.3075	MKL-2	MKL-1-subclone-2	MCAS
S-117	0.3075	SCLC-21H	DMS-153	MC-1010
OCI-AML5	0.3075	OMC-1	CP67-MEL	NCI-H508
SNU-475	0.30952380952381	NCI-H735	NCI-H1437	DMS-153
SNU-387	0.30952380952381	Kasumi-3	NCI-H1385	NCI-H1437
SK-NEP-1	0.30952380952381	KP-N-YS	KP-N-RT-BM-1	MHH-ES-1
EC-GI-10	0.30952380952381	MC-1010	OVCAR-10	NCI-H1404
NAMALWA	0.30952380952381	Takigawa	MKL-2	Calu-1
SNU-398	0.30952380952381	Kasumi-3	NCI-H1385	OSA-80
BONNA-12	0.30952380952381	OVCAR-2	NCI-H128	OVCAR-10
SNU-1040	0.30952380952381	MC-1010	NCI-H1404	U-CH1
RCC-FG2	0.30952380952381	SCLC-21H	VMRC-MELG	Caov-2
RCH-ACV	0.30952380952381	VMRC-RCW	MC-IXC	CRO-AP3
EW-3	0.311111111111111	EW7476	IOSE-364(-)	IOSE-523(-)
KARPAS-1106P	0.311111111111111	Kasumi-3	OVCAR-10	KYSE-30
ESO51	0.311111111111111	Geo	IOSE-523(-)	EFE-184
LCLC-97TM1	0.311111111111111	TALL-1	SCLC-21H	BL-70
KLE	0.311111111111111	MKL-2	KYSE-30	Toledo
T84	0.311111111111111	A1847	K8	TF-1
EoL-1-cell	0.311111111111111	KG-1-C	MKL-1-subclone-2	YMB-1-E
ESO26	0.311111111111111	Geo	Set2	IOSE-364(-)
CMK	0.311111111111111	MKL-2	TMK-1	MKL-1-subclone-2
CS1	0.311111111111111	MCC13	DMS-153	MC-1010
PA-TU-8902	0.311111111111111	OSA-80	DV-90	Caov-2
JM1	0.311111111111111	MB157	MCC13	MY-M12
ES1	0.314285714285714	EFE-184	DMS-153	Set2
KON	0.314285714285714	KP-N-YS	K1	K4
SK-MEL-31	0.314814814814815	UISO-MCC-1	Kasumi-3	MHH-ES-1
PANC-04-03	0.314814814814815	NCI-H1437	PC-3_[JPC-3]	MC-1010
SK-HEP-1	0.316666666666667	MHH-ES-1	TMK-1	U-CH1
IHH-4	0.316666666666667	NCI-H460	NCI-H1404	NCI-H1437
SK-MEL-3	0.316666666666667	Kasumi-3	CP67-MEL	KYSE-30
PANC-02-03	0.316666666666667	BC-2	PC-3_[JPC-3]	MC-1010
JiyoyeP-2003	0.318181818181818	IOSE-523(-)	JHU-013	KYSE-30
KATOIII	0.319047619047619	Kasumi-3	Takigawa	K1
IST-SL2	0.31948051948052	IOSE-523(-)	OUMS-23	Ishikawa(Heraklio)02ER-
H2803	0.32	H2596	JHU-013	HCC-33
H2722	0.32	H2596	HT	NCI-H220
H2810	0.32	H2596	HT	786-0
H2731	0.32	H2596	HCC-33	HT
H2818	0.32	H2596	HT	P3HR-1
H2804	0.32	H2596	HT	786-0
U-266	0.32	U-CH1	BC-2	HUH-6-clone5
SW872	0.32	SW403	Set2	A1847
A101D	0.32	A1847	MC-1010	P116
SW684	0.32	SW403	IOSE-364(-)	A1847
SW954	0.32	SW403	Sarc9371	EW7476
MKN45	0.32	MKL-2	MB157	MKL-1-subclone-2
SW626	0.32	SW403	Set2	MCC26
PE-CA-PJ15	0.32	PLC-PRF-5	P3HR-1	U-CH1
IGROV-1	0.320238095238095	OVCAR-10	UISO-MCC-1	Geo
KINGS-1	0.321428571428572	KG-1-C	TMK-1	KP-N-YS
MFH-ino	0.321428571428572	MC-IXC	KMH-2	MHH-ES-1
COR-L88	0.321428571428572	Caov-2	Caov-3	CRO-AP3
DND-41	0.321428571428572	DMS-153	NCI-H128	NCI-H460
COR-L95	0.321428571428572	Caov-2	Caov-3	CRO-AP3
Hep3B2-1-7	0.322222222222222	P3HR-1	YMB-1-E	KG-1-C
GRANTA-519	0.322222222222222	Tera-1	NCI-H719	TMK-1
RVH-421	0.323809523809524	KMH-2	Caov-2	P3HR-1
RF-48	0.323809523809524	EFE-184	RD-ES	TF-1
LXF-289	0.323809523809524	MKL-2	EFE-184	NCI-H128
FU-OV-1	0.323809523809524	U-CH1	UISO-MCC-1	Calu-1
MG-63	0.323809523809524	DMS-153	OUMS-23	MCC13
WSU-NHL	0.323809523809524	U-CH1	Kasumi-3	SCLC-21H
DK-MG	0.323809523809524	NK-92MI	DV-90	DMS-153
SK-UT-1	0.323809523809524	TMK-1	KP-N-RT-BM-1	KG-1-C
IM-95	0.323809523809524	DMS-153	LIM1215	IOSE-523(-)
SK-LU-1	0.323809523809524	TMK-1	MKL-1-subclone-2	SCLC-21H
IST-SL1	0.323809523809524	TMK-1	TALL-1	UISO-MCC-1
IMR-5	0.323809523809524	DMS-153	LIM1215	IOSE-523(-)
I-9-2	0.323809523809524	NK-92MI	IOSE-523(-)	Hs-939-T
SNU-C2B	0.323809523809524	U-CH1	UDSCC2	SCLC-21H
SK-GT-2	0.323809523809524	KMH-2	MKL-2	KG-1-C
K-562	0.323809523809524	NK-92MI	KMH-2	BC-2
SNG-M	0.323809523809524	NK-92MI	UISO-MCC-1	SCLC-21H
LC-1-sq	0.323809523809524	OMC-1	MKL-1-subclone-2	PLC-PRF-5
HOS	0.325	Hs-939-T	OSA-80	OUMS-23
TGW	0.325	Takigawa	TF-1	TI-73
OE33	0.325757575757576	IOSE-364(-)	IOSE-523(-)	OVCA432
OE21	0.325757575757576	IOSE-523(-)	OMC-1	Set2
SH-4	0.325757575757576	IOSE-364(-)	SW403	KMH-2
RERF-LC-Sq1	0.325909090909091	RD-ES	PLC-PRF-5	UISO-MCC-1
Mo-T	0.327777777777778	OMC-1	MKL-2	MC-IXC
SNU-449	0.328042328042328	NCI-H1404	JHU-019	SW403
Ramos-2G6-4C10	0.329365079365079	OVCAR-10	Caov-2	OUMS-23
H513	0.33	H2596	HCC-33	MCC13
K052	0.33	KMH-2	MKL-2	K1
MDST8	0.33	MCAS	MDA-MB-175-VII	MHH-ES-1
ST486	0.33	Set2	SW403	EW7476
U031	0.33	U-CH1	P3HR-1	JHU-013
T47D	0.33	TI-73	Toledo	HT
U251	0.33	U-CH1	H2596	JHU-013
A204	0.33	A1847	H2596	Calu-1
A388	0.33	A1847	OSA-80	K8
A549	0.33	A1847	H2596	K4
HuO9	0.33	H2596	HUH-6-clone5	Hs-939-T
A427	0.33	A1847	K4	Sarc9371
A498	0.33	A1847	OSA-80	K4
SN12C	0.33	Set2	NCI-H128	Sarc9371
SF268	0.33	Set2	H2596	MCC26
SF126	0.33	Set2	P116	TF-1
SF295	0.33	Set2	H2596	Sarc9371
A704	0.33	A1847	EW7476	786-0
DBTRG-05MG	0.33	DV-90	BL-70	DMS-153
CESS	0.333333333333333	MCAS	MHH-ES-1	Geo
HMV-II	0.333333333333333	MC-IXC	HCC-33	HT
RS4-11	0.333333333333333	Tera-1	DMS-153	MC-1010
RKO	0.333333333333333	Jurkat	CRO-AP3	RD-ES
ES8	0.333333333333333	OSA-80	Set2	EW7476
RCC-AB	0.333333333333333	HCC-33	CRO-AP3	SCLC-21H
QIMR-WIL	0.333333333333333	VMRC-RCW	VMRC-MELG	KMH-2
RKN	0.333333333333333	Jurkat	KP-N-YS	KP-N-RT-BM-1
RCC-MF	0.333333333333333	HCC-33	CP67-MEL	SCLC-21H
LU-99A	0.333333333333333	Calu-1	JHU-019	Hs-939-T
MONO-MAC-6	0.333333333333333	UISO-MCC-1	MC-IXC	MY-M12
VAL	0.333333333333333	Calu-1	TALL-1	OVCA432
SK-MEL-5	0.333333333333333	CP67-MEL	UISO-MCC-1	KG-1-C
VA-ES-BJ	0.333333333333333	MHH-ES-1	RD-ES	VMRC-MELG
COLO-679	0.333333333333333	NCI-H719	Calu-1	Caov-2
HuP-T4	0.333333333333333	HUH-6-clone5	Hs-939-T	JHU-013
HLE	0.333333333333333	Toledo	HT	MHH-ES-1
SUP-B8	0.333333333333333	OSA-80	Kasumi-3	KP-N-RT-BM-1
HDQ-P1	0.333333333333333	P3HR-1	DMS-153	JHU-013
EVSA-T	0.333333333333333	OSA-80	Tera-1	OVCAR-2
HO-1-N-1	0.333333333333333	MHH-ES-1	OMC-1	HUH-6-clone5
CGTH-W-1	0.333333333333333	MHH-ES-1	Calu-1	OMC-1
NALM-6	0.333333333333333	Calu-1	TALL-1	NCI-H460
YT	0.333333333333333	HT	YMB-1-E	Set2
TC-YIK	0.333333333333333	MC-IXC	TF-1	TI-73
SUP-M2	0.333333333333333	MY-M12	OUMS-23	SCLC-21H
HO-1-u-1	0.333333333333333	MHH-ES-1	OMC-1	UISO-MCC-1
RCC-JF	0.333333333333333	HCC-33	SCLC-21H	VMRC-RCW
CHSA0108	0.333333333333333	NCI-H128	NCI-H508	Calu-1
SJSA-1	0.333333333333333	Calu-1	OSA-80	TALL-1
U-2-OS	0.333333333333333	HUH-6-clone5	U-CH1	UISO-MCC-1
